rh,max_wind_spd_ts,t_ghi,max_wind_spd,solar_rad,wind_gust_spd,max_temp_ts,min_temp_ts,clouds,max_dni,precip_gpm,wind_spd,slp,ts,max_ghi,temp,pres,dni,dewpt,snow,dhi,precip,wind_dir,max_dhi,ghi,max_temp,t_dni,max_uv,t_dhi,datetime,t_solar_rad,min_temp,max_wind_dir,snow_depth
82.9,1560549600,8575.1,8.8,238.1,8.8,1560603600,1560553200,44,913.6,17.0,5.5,1016.8,1560549600,945.1,16.3,990.4,472.4,14.6,0.0,58.8,17.0,204,120.3,357.3,21.7,11337.4,5.3,1411.7,2019-06-15,5715.1,13.6,340,None
70.6,1560704400,8579.2,6.8,357.5,6.8,1560700800,1560657600,1,913.5,0.0,3.9,1021.5,1560636000,945.3,17.8,995.3,472.5,12.0,0.0,58.8,0.0,177,120.3,357.5,23.3,11340.5,9.5,1412.1,2019-06-16,8579.2,10.5,360,None
67.7,1560762000,8582.1,8.0,320.2,8.0,1560787200,1560740400,39,913.5,0.0,5.2,1017.7,1560722400,945.4,20.2,991.8,472.6,12.2,0.0,58.8,0.0,161,120.3,357.6,27.0,11342.5,9.1,1412.3,2019-06-17,7685.3,11.6,360,None
72.8,1560873600,8584.1,8.0,169.9,8.0,1560870000,1560830400,51,913.4,0.0,3.9,1013.5,1560808800,945.5,21.4,987.8,472.6,15.0,0.0,58.9,0.0,205,120.3,357.7,29.6,11343.4,3.6,1412.4,2019-06-18,4076.7,13.2,340,None
60.0,1560967200,8585.0,8.8,287.7,8.8,1560956400,1560916800,50,913.3,0.5,6.3,1010.7,1560895200,945.5,20.4,985.1,472.6,13.2,0.0,58.9,0.5,170,120.3,357.7,29.8,11343.2,6.9,1412.5,2019-06-19,6905.4,12.5,340,None
70.4,1561028400,8584.9,6.8,312.5,6.8,1561039200,1560996000,63,913.2,0.5,5.8,1014.5,1560981600,945.5,19.8,988.7,472.6,13.8,0.0,58.8,0.5,205,120.2,357.7,25.6,11341.9,8.7,1412.3,2019-06-20,7500.9,15.7,330,None
61.4,1561107600,8583.7,7.6,204.7,7.6,1561125600,1561082400,64,913.1,0.4,5.9,1017.2,1561068000,945.4,19.6,991.3,472.5,12.1,0.0,58.8,0.4,116,120.2,357.7,24.8,11339.6,5.2,1412.0,2019-06-21,4911.8,12.9,360,None
78.2,1561165200,8581.5,8.4,262.3,8.4,1561172400,1561183200,66,913.0,3.2,5.9,1016.8,1561154400,945.3,17.9,994.0,472.3,12.6,0.0,58.8,3.2,249,120.2,357.6,22.8,11336.2,7.8,1411.6,2019-06-22,6294.3,14.7,360,None
73.9,1561280400,8578.3,6.0,271.8,6.0,1561305600,1561258800,52,912.8,0.0,4.6,1015.5,1561240800,945.2,21.4,989.8,472.2,14.8,0.0,58.8,0.0,145,120.2,357.4,29.0,11331.8,6.0,1411.1,2019-06-23,6522.5,12.1,350,None
67.1,1561392000,8574.1,7.2,145.7,7.2,1561384800,1561348800,87,912.7,0.0,4.1,1016.0,1561327200,944.9,24.4,990.5,471.9,15.9,0.0,58.8,0.0,190,120.2,357.3,32.1,11326.3,3.4,1410.4,2019-06-24,3497.8,15.1,360,None
59.0,1561453200,8568.8,8.4,295.1,8.4,1561471200,1561435200,68,912.6,0.0,5.8,1017.5,1561413600,944.7,25.4,992.1,471.7,16.7,0.0,58.7,0.0,153,120.2,357.0,32.8,11319.8,5.4,1409.6,2019-06-25,7083.1,16.4,350,None
60.9,1561550400,8562.5,4.8,356.8,4.8,1561561200,1561521600,0,912.5,0.0,3.9,1020.4,1561500000,944.3,27.7,995.0,471.3,18.0,0.0,58.7,0.0,205,120.1,356.8,36.1,11312.2,9.5,1408.7,2019-06-26,8562.6,18.2,360,None
58.7,1561658400,8555.2,9.2,356.5,9.2,1561647600,1561604400,2,912.4,0.0,4.2,1019.9,1561586400,944.0,28.9,994.7,471.0,19.7,0.0,58.7,0.0,139,120.1,356.5,37.3,11303.6,9.4,1407.6,2019-06-27,8555.2,19.6,360,None
46.5,1561734000,8546.9,9.2,356.1,9.2,1561734000,1561694400,0,912.2,0.0,6.7,1018.3,1561672800,943.6,27.7,993.1,470.6,14.5,0.0,58.6,0.0,122,120.1,356.1,34.9,11294.0,9.5,1406.4,2019-06-28,8546.9,21.1,360,None
43.9,1561773600,8537.6,8.0,355.7,8.0,1561824000,1561766400,0,912.1,0.0,4.8,1015.6,1561759200,943.1,26.9,990.3,470.1,12.7,0.0,58.5,0.0,183,120.1,355.7,34.9,11283.3,9.5,1405.1,2019-06-29,8537.6,18.7,360,None
58.7,1561914000,8527.3,7.6,322.0,7.6,1561903200,1561867200,27,911.9,0.0,4.8,1015.2,1561845600,942.6,27.8,990.0,469.7,17.9,0.0,58.5,0.0,193,120.0,355.3,36.9,11271.7,7.4,1403.6,2019-06-30,7727.4,15.9,340,None
66.0,1562007600,8515.9,8.4,238.5,8.4,1561993200,1561950000,52,911.8,0.30000000000000004,5.5,1016.9,1561932000,942.0,25.7,991.6,469.1,16.3,0.0,58.4,0.30000000000000004,171,120.0,354.8,32.9,11259.1,5.4,1402.0,2019-07-01,5724.2,20.7,360,None
50.7,1562083200,8503.6,8.8,342.2,8.8,1562076000,1562040000,47,911.6,0.2,6.0,1018.4,1562018400,941.4,23.7,992.8,468.6,10.9,0.0,58.3,0.2,177,120.0,354.3,29.8,11245.5,9.3,1400.3,2019-07-02,8212.4,17.4,360,None
43.1,1562137200,8490.3,9.2,252.5,9.2,1562162400,1562126400,78,911.5,0.0,7.1,1017.8,1562104800,940.7,23.6,992.2,468.0,9.2,0.0,58.3,0.0,160,119.9,353.8,30.0,11231.0,5.8,1398.4,2019-07-03,6059.1,17.4,360,None
43.9,1562191200,8476.0,9.2,353.1,9.2,1562252400,1562212800,8,911.3,0.0,6.1,1018.2,1562191200,940.0,24.3,992.7,467.3,10.6,0.0,58.2,0.0,136,119.9,353.2,30.9,11215.6,9.4,1396.4,2019-07-04,8475.0,18.0,360,None
38.3,1562342400,8460.8,6.0,339.3,6.0,1562338800,1562299200,22,911.2,0.0,3.0,1016.3,1562277600,939.2,25.7,990.9,466.6,11.4,0.0,58.1,0.0,202,119.9,352.5,33.7,11199.4,7.4,1394.2,2019-07-05,8143.2,16.0,360,None
53.3,1562410800,8444.6,6.0,337.5,6.0,1562392800,1562382000,25,911.0,3.6,3.6,1012.0,1562364000,938.3,24.2,989.9,465.9,15.3,0.0,58.0,3.6,231,119.8,351.9,31.6,11182.6,8.6,1391.9,2019-07-06,8099.2,18.4,360,None
58.3,1562457600,8427.4,8.4,329.5,8.4,1562461200,1562454000,48,910.8,1.5,5.2,1012.1,1562450400,937.4,23.9,988.7,465.2,13.5,0.0,57.9,1.5,237,119.8,351.1,31.1,11165.0,9.4,1389.4,2019-07-07,7908.0,16.5,330,None
55.5,1562583600,8409.3,9.2,251.5,9.2,1562598000,1562558400,52,910.6,0.0,6.0,1015.3,1562536800,936.5,21.2,989.6,464.5,12.1,0.0,57.8,0.0,108,119.7,350.4,27.6,11147.0,8.5,1386.8,2019-07-08,6036.3,15.6,360,None
42.8,1562688000,8390.3,9.2,349.6,9.2,1562688000,1562644800,15,910.4,0.0,8.1,1016.4,1562623200,935.5,19.6,990.5,463.7,5.8,0.0,57.7,0.0,65,119.7,349.6,26.3,11128.7,9.4,1384.0,2019-07-09,8389.8,13.0,360,None
37.6,1562752800,8370.3,8.8,313.6,8.8,1562770800,1562731200,27,910.2,0.0,5.8,1017.4,1562709600,934.4,20.1,991.6,462.9,4.2,0.0,57.5,0.0,80,119.7,348.8,27.1,11110.3,9.3,1381.0,2019-07-10,7526.2,12.8,360,None
35.5,1562868000,8349.5,5.6,305.6,5.6,1562860800,1562817600,60,910.0,0.0,2.7,1014.8,1562796000,933.3,20.3,989.0,462.2,7.6,0.0,57.4,0.0,224,119.6,347.9,27.7,11092.1,8.6,1377.9,2019-07-11,7333.4,14.3,360,None
47.3,1562943600,8327.9,8.8,301.6,8.8,1562947200,1562900400,43,909.8,0.0,7.2,1013.8,1562882400,932.2,22.3,988.2,461.4,11.9,0.0,57.3,0.0,210,119.6,347.0,29.0,11074.2,7.3,1374.7,2019-07-12,7237.9,14.2,310,None
52.2,1563022800,8305.3,7.6,345.9,7.6,1563033600,1562990400,10,909.6,0.0,6.1,1017.4,1562968800,930.9,20.7,991.6,460.7,10.6,0.0,57.1,0.0,211,119.5,346.1,27.0,11056.5,9.3,1371.2,2019-07-13,8301.5,12.6,360,None
60.9,1563120000,8281.9,9.2,344.4,9.2,1563116400,1563127200,13,909.4,1.9,7.4,1015.7,1563055200,929.7,19.3,989.7,459.9,11.5,0.0,57.0,1.9,244,119.4,345.1,24.4,11038.3,8.5,1368.0,2019-07-14,8265.0,15.0,360,None
52.8,1563177600,8257.6,8.4,344.1,8.4,1563202800,1563163200,2,909.2,0.0,7.7,1015.7,1563141600,928.3,19.9,989.9,459.1,9.3,0.0,56.9,0.0,175,119.4,344.1,26.5,11019.2,9.2,1365.6,2019-07-15,8257.2,13.6,360,None
50.2,1563310800,8232.4,8.0,209.1,8.0,1563292800,1563249600,47,908.9,0.0,4.3,1016.2,1563228000,926.9,22.2,990.5,458.3,9.1,0.0,56.8,0.0,214,119.3,343.0,30.3,10999.1,5.0,1363.0,2019-07-16,5019.0,13.7,360,None
40.1,1563386400,8206.2,4.8,267.5,4.8,1563375600,1563336000,59,908.7,0.0,3.0,1013.8,1563314400,925.5,22.9,988.3,457.4,6.4,0.0,56.7,0.0,299,119.3,341.9,30.6,10978.2,8.2,1360.3,2019-07-17,6419.6,13.6,360,None
41.0,1563458400,8179.1,7.2,167.7,7.2,1563458400,1563426000,77,908.4,0.0,4.5,1013.1,1563400800,924.0,22.7,987.5,456.5,10.1,0.0,56.6,0.0,222,119.2,340.8,29.1,10956.1,4.0,1357.4,2019-07-18,4025.5,12.8,320,None
52.8,1563559200,8151.0,6.4,190.5,6.4,1563555600,1563512400,84,908.2,0.0,4.3,1015.1,1563487200,922.4,23.0,989.6,455.5,11.8,0.0,56.4,0.0,193,119.1,339.6,29.5,10933.1,3.5,1354.5,2019-07-19,4570.9,14.3,270,None
53.6,1563624000,8122.1,8.8,150.5,8.8,1563634800,1563598800,88,907.9,1.6,6.8,1013.8,1563573600,920.8,23.6,988.3,454.5,13.1,0.0,56.3,1.6,203,119.1,338.4,32.6,10909.0,4.0,1351.4,2019-07-20,3613.0,14.4,350,None
61.7,1563717600,8092.2,7.6,278.7,7.6,1563724800,1563681600,50,907.7,0.0,4.4,1019.9,1563660000,919.1,25.8,994.4,453.5,15.4,0.0,56.2,0.0,177,119.0,337.2,32.2,10883.9,9.0,1348.2,2019-07-21,6689.5,20.0,350,None
43.5,1563814800,8061.4,6.0,172.7,6.0,1563807600,1563768000,81,907.4,0.0,3.8,1021.7,1563746400,917.3,26.3,996.3,452.4,12.0,0.0,56.0,0.0,171,118.9,335.9,34.0,10857.6,3.2,1344.9,2019-07-22,4145.4,18.5,360,None
37.8,1563847200,8029.7,6.4,298.7,6.4,1563890400,1563858000,41,907.1,0.0,3.9,1017.6,1563832800,915.5,27.9,992.4,451.3,12.4,0.0,55.9,0.0,192,118.8,334.6,36.7,10830.2,5.3,1341.5,2019-07-23,7168.6,18.6,360,None
40.6,1563969600,7997.2,6.4,308.5,6.4,1563980400,1563940800,48,906.8,0.0,3.5,1014.2,1563919200,913.7,29.5,989.1,450.1,13.8,0.0,55.7,0.0,179,118.8,333.2,39.5,10801.7,8.9,1337.9,2019-07-24,7404.9,18.1,350,None
44.9,1564070400,7963.7,8.4,263.2,8.4,1564066800,1564027200,47,906.5,0.0,4.8,1012.4,1564005600,911.7,30.5,987.5,448.8,14.4,0.0,55.6,0.0,194,118.7,331.8,38.7,10771.9,7.3,1334.2,2019-07-25,6315.9,20.5,350,None
39.5,1564174800,7929.4,9.2,311.6,9.2,1564156800,1564117200,25,906.2,0.7000000000000001,5.7,1008.8,1564092000,909.7,29.0,983.9,447.5,13.6,0.0,55.4,0.7000000000000001,198,118.6,330.4,35.6,10741.0,6.3,1330.3,2019-07-26,7479.4,23.8,310,None
82.8,1564178400,7894.2,7.6,197.4,7.6,1564221600,1564261200,82,905.8,11.0,5.8,1005.0,1564178400,907.7,19.9,979.5,446.2,18.0,0.0,55.3,11.0,243,118.5,328.9,27.8,10708.8,4.2,1326.3,2019-07-27,4738.0,18.8,360,None
74.1,1564264800,7858.2,9.2,159.0,9.2,1564326000,1564347600,78,905.5,2.1,6.6,1006.5,1564264800,905.5,19.1,980.8,444.8,13.1,0.0,55.1,2.1,306,118.4,327.4,23.8,10675.5,3.1,1322.2,2019-07-28,3816.3,16.9,340,None
66.9,1564372800,7821.4,3.6,325.9,3.6,1564416000,1564372800,5,905.2,0.0,2.2,1011.2,1564351200,903.4,20.5,985.5,443.4,12.2,0.0,54.9,0.0,163,118.3,325.9,27.3,10640.9,8.7,1317.9,2019-07-29,7821.4,12.6,360,None
65.8,1564473600,7783.7,7.2,284.7,7.2,1564502400,1564455600,24,904.8,0.0,5.6,1014.8,1564437600,901.1,20.0,988.9,441.9,13.2,0.0,54.7,0.0,218,118.2,324.3,25.3,10605.1,4.9,1313.4,2019-07-30,6832.6,13.7,350,None
57.8,1564538400,7745.3,7.2,322.6,7.2,1564588800,1564549200,3,904.4,0.0,5.6,1018.7,1564524000,898.8,20.1,992.8,440.3,9.0,0.0,54.5,0.0,260,118.1,322.7,25.4,10568.1,8.6,1308.8,2019-07-31,7743.5,15.9,360,None
53.4,1564653600,7706.1,4.8,203.2,4.8,1564668000,1564628400,56,904.1,0.0,2.7,1017.2,1564610400,896.4,20.3,991.3,438.8,8.3,0.0,54.3,0.0,153,118.0,321.1,27.5,10530.1,5.1,1304.0,2019-08-01,4875.7,11.0,350,None
46.2,1564768800,7666.1,6.8,304.7,6.8,1564761600,1564711200,35,903.7,0.0,4.4,1014.8,1564696800,894.0,23.6,989.3,437.1,10.0,0.0,54.1,0.0,281,117.9,319.4,29.6,10491.3,7.8,1299.0,2019-08-02,7312.4,18.2,360,None
52.3,1564840800,7625.5,8.0,176.0,8.0,1564844400,1564804800,56,903.3,0.0,4.7,1016.1,1564783200,891.5,22.2,990.4,435.5,11.0,0.0,53.9,0.0,148,117.8,317.7,28.5,10451.9,3.6,1293.8,2019-08-03,4225.0,14.5,360,None
48.4,1564930800,7584.1,5.6,245.0,5.6,1564930800,1564894800,64,902.9,0.0,2.7,1014.5,1564869600,888.9,23.7,988.9,433.8,10.8,0.0,53.7,0.0,197,117.7,316.0,31.6,10412.4,8.0,1288.4,2019-08-04,5880.2,14.2,360,None
47.3,1565017200,7542.1,7.6,249.0,7.6,1565017200,1564977600,75,902.4,0.2,4.9,1012.8,1564956000,886.3,25.4,987.5,432.2,13.3,0.0,53.4,0.2,205,117.6,314.3,31.7,10373.5,4.9,1282.7,2019-08-05,5976.7,18.2,330,None
66.6,1565118000,7499.6,5.6,119.0,5.6,1565103600,1565067600,86,902.0,0.9,3.6,1011.3,1565042400,883.5,25.2,986.0,430.7,15.2,0.0,53.2,0.9,174,117.4,312.5,31.5,10336.1,2.8,1276.9,2019-08-06,2856.5,19.9,350,None
82.3,1565182800,7456.5,7.6,221.6,7.6,1565128800,1565182800,62,901.5,12.4,4.2,1010.6,1565128800,880.8,19.9,984.5,429.2,17.2,0.0,52.9,12.4,225,117.3,310.7,26.6,10301.7,7.2,1270.7,2019-08-07,5318.5,18.0,360,None
70.5,1565276400,7413.1,7.6,277.5,7.6,1565280000,1565240400,47,901.1,0.0,2.5,1012.6,1565215200,877.9,21.9,987.0,427.9,15.8,0.0,52.7,0.0,170,117.2,308.9,29.0,10270.0,8.1,1264.5,2019-08-08,6659.2,14.1,340,None
62.3,1565359200,7369.0,8.0,154.5,8.0,1565366400,1565362800,78,900.6,8.1,7.1,1009.7,1565301600,875.0,23.6,988.4,426.6,18.3,0.0,52.5,8.1,220,117.1,307.0,33.0,10237.8,3.7,1260.1,2019-08-09,3708.1,17.3,360,None
63.3,1565438400,7324.2,8.4,300.5,8.4,1565456400,1565416800,35,900.1,5.0,7.1,1016.8,1565388000,872.0,22.1,991.1,425.2,14.4,0.0,52.3,5.0,218,116.9,305.2,26.8,10204.7,8.1,1255.7,2019-08-10,7213.1,17.4,260,None
71.0,1565524800,7278.6,8.0,190.1,8.0,1565517600,1565557200,50,899.6,10.5,4.2,1017.8,1565474400,869.0,16.8,991.7,423.8,12.5,0.0,52.1,10.5,230,116.8,303.3,23.7,10170.4,3.1,1251.2,2019-08-11,4562.1,14.4,350,None
78.3,1565629200,7232.3,7.2,296.9,7.2,1565629200,1565575200,29,899.1,0.4,5.3,1018.2,1565560800,865.8,17.2,992.0,422.3,12.7,0.0,51.9,0.4,181,116.7,301.3,22.5,10135.0,7.0,1246.5,2019-08-12,7125.1,13.3,350,None
64.7,1565712000,7185.3,7.2,209.1,7.2,1565712000,1565668800,39,898.5,0.0,5.2,1020.6,1565647200,862.6,17.2,994.4,420.8,8.6,0.0,51.7,0.0,262,116.5,299.4,22.9,10098.5,5.7,1241.8,2019-08-13,5018.0,10.9,360,None
63.0,1565805600,7137.5,6.4,292.2,6.4,1565794800,1565748000,19,898.0,0.0,2.8,1019.2,1565733600,859.4,17.9,993.0,419.2,8.8,0.0,51.5,0.0,196,116.4,297.4,25.0,10060.8,6.6,1236.9,2019-08-14,7013.9,9.7,350,None
59.6,1565874000,7089.0,9.2,279.3,9.2,1565884800,1565820000,52,897.4,1.1,7.6,1017.0,1565820000,856.0,19.4,991.1,417.6,11.9,0.0,51.3,1.1,215,116.2,295.4,23.5,10021.9,6.0,1231.9,2019-08-15,6703.5,15.2,280,None
65.0,1565971200,7039.9,5.6,188.0,5.6,1565967600,1565931600,59,896.8,0.0,2.6,1018.3,1565906400,852.6,19.3,992.3,415.9,11.0,0.0,51.1,0.0,160,116.1,293.3,25.8,9981.7,4.8,1226.7,2019-08-16,4513.1,10.7,310,None
65.2,1566054000,6990.0,8.4,164.2,8.4,1566054000,1566003600,85,896.2,1.2,6.1,1013.1,1565992800,849.2,21.2,987.4,414.2,13.4,0.0,50.9,1.2,193,115.9,291.3,28.4,9940.2,3.7,1221.4,2019-08-17,3941.2,14.7,260,None
63.6,1566133200,6939.5,8.4,226.5,8.4,1566129600,1566147600,52,895.6,5.6,6.7,1010.3,1566079200,845.6,22.8,984.8,412.4,15.6,0.0,50.7,5.6,212,115.8,289.1,30.5,9897.4,6.7,1215.9,2019-08-18,5435.2,15.1,360,None
68.4,1566237600,6888.4,5.6,281.6,5.6,1566226800,1566190800,35,895.0,0.8,4.4,1017.6,1566165600,842.0,20.3,991.8,410.6,13.8,0.0,50.4,0.8,206,115.6,287.0,25.7,9853.3,7.4,1210.4,2019-08-19,6758.4,16.6,330,None
63.2,1566298800,6836.7,5.2,108.3,5.2,1566320400,1566334800,75,894.3,0.1,3.7,1023.4,1566252000,838.3,16.8,997.1,408.7,10.8,0.0,50.2,0.1,212,115.4,284.9,20.7,9807.8,2.4,1204.7,2019-08-20,2599.6,14.2,360,None
72.4,1566388800,6784.3,7.6,200.0,7.6,1566399600,1566360000,48,893.6,0.0,5.6,1025.7,1566338400,834.6,17.4,999.3,406.7,10.7,0.0,49.9,0.0,156,115.3,282.7,24.5,9761.0,7.3,1198.8,2019-08-21,4801.1,9.4,360,None
60.4,1566489600,6731.4,8.0,280.5,8.0,1566482400,1566450000,4,892.9,0.0,6.1,1023.4,1566424800,830.8,19.9,997.3,404.7,10.6,0.0,49.7,0.0,153,115.1,280.5,27.9,9712.9,7.4,1192.7,2019-08-22,6731.4,12.2,360,None
62.7,1566550800,6677.9,6.4,278.2,6.4,1566576000,1566525600,2,892.2,0.0,5.6,1022.1,1566511200,826.8,20.9,996.1,402.6,12.7,0.0,49.4,0.0,173,114.9,278.2,28.0,9663.5,7.3,1186.5,2019-08-23,6677.9,13.7,360,None
66.2,1566655200,6623.8,5.6,274.9,5.6,1566662400,1566622800,21,891.5,0.0,3.4,1018.9,1566597600,822.9,21.4,993.1,400.5,13.5,0.0,49.2,0.0,214,114.7,276.0,30.0,9612.8,7.3,1180.0,2019-08-24,6597.4,13.2,360,None
56.2,1566745200,6569.3,4.4,185.3,4.4,1566745200,1566702000,61,890.7,0.0,2.3,1017.8,1566684000,818.8,22.7,992.1,398.4,13.2,0.0,48.9,0.0,186,114.5,273.7,31.4,9561.2,3.3,1173.4,2019-08-25,4446.3,13.6,360,None
49.8,1566824400,6514.3,4.0,271.4,4.0,1566828000,1566795600,8,889.9,0.0,2.6,1017.0,1566770400,814.8,23.2,991.4,396.2,12.0,0.0,48.6,0.0,166,114.3,271.4,31.9,9508.8,7.1,1166.6,2019-08-26,6514.2,14.8,360,None
50.5,1566914400,6458.9,4.4,92.4,4.4,1566914400,1566878400,77,889.1,0.0,3.1,1015.8,1566856800,810.6,22.4,990.2,394.0,13.7,0.0,48.3,0.0,211,114.2,269.1,29.8,9456.0,2.3,1159.5,2019-08-27,2217.4,14.2,360,None
58.1,1566997200,6403.1,6.0,182.2,6.0,1567004400,1566946800,51,888.3,0.8,3.1,1015.8,1566943200,806.3,24.6,990.2,391.8,15.9,0.0,48.0,0.8,177,113.9,266.8,31.5,9403.3,4.0,1152.3,2019-08-28,4373.1,16.9,340,None
61.5,1567105200,6347.0,6.8,264.3,6.8,1567090800,1567040400,9,887.5,0.1,4.8,1019.0,1567029600,802.0,24.0,993.4,389.6,15.3,0.0,47.7,0.1,228,113.7,264.5,30.3,9351.6,6.2,1144.7,2019-08-29,6342.9,19.1,360,None
56.3,1567159200,6290.6,7.2,262.1,7.2,1567177200,1567141200,0,886.6,0.0,4.6,1020.4,1567116000,797.6,23.8,994.8,387.6,14.2,0.0,47.4,0.0,195,113.5,262.1,30.8,9301.7,6.8,1137.0,2019-08-30,6290.6,17.3,360,None
53.3,1567270800,6234.1,10.0,255.8,10.0,1567260000,1567227600,23,885.7,1.1,5.4,1014.1,1567202400,793.2,25.1,988.7,385.6,14.3,0.0,47.0,1.1,227,113.3,259.8,33.4,9253.6,6.8,1129.0,2019-08-31,6138.5,16.3,350,None
58.2,1567350000,6177.3,8.8,97.5,8.8,1567288800,1567314000,78,884.8,0.0,5.3,1015.8,1567288800,788.7,20.6,990.0,383.5,12.3,0.0,46.8,0.0,245,113.1,257.4,26.6,9204.9,2.4,1122.2,2019-09-01,2340.1,16.2,360,None
46.8,1567418400,6120.2,8.0,247.9,8.0,1567436400,1567400400,8,883.9,0.0,6.9,1021.8,1567375200,784.1,18.9,995.7,381.4,6.6,0.0,46.5,0.0,210,112.9,255.0,24.1,9154.7,5.9,1115.8,2019-09-02,5948.6,11.9,360,None
39.8,1567461600,6062.6,6.8,247.5,6.8,1567519200,1567483200,30,882.9,0.30000000000000004,4.2,1024.0,1567461600,779.5,19.2,997.9,379.3,4.7,0.0,46.2,0.30000000000000004,167,112.6,252.6,26.3,9103.0,5.7,1109.3,2019-09-03,5939.1,11.6,360,None
46.5,1567630800,6004.8,9.2,240.4,9.2,1567612800,1567573200,14,881.9,0.0,4.6,1018.5,1567548000,774.8,20.6,992.6,377.1,7.2,0.0,45.9,0.0,275,112.4,250.2,29.3,9050.0,5.4,1102.5,2019-09-04,5769.1,10.6,340,None
59.3,1567702800,5946.6,9.2,247.6,9.2,1567695600,1567666800,12,880.9,0.6000000000000001,7.1,1021.4,1567634400,770.0,16.5,995.1,374.8,8.4,0.0,45.6,0.6000000000000001,315,112.2,247.8,23.4,8996.2,6.1,1095.5,2019-09-05,5942.5,12.6,360,None
52.4,1567720800,5888.3,9.2,245.0,9.2,1567785600,1567746000,32,879.9,0.0,6.5,1023.2,1567720800,765.1,15.9,996.8,372.6,5.8,0.0,45.3,0.0,225,111.9,245.3,22.0,8942.3,6.3,1088.2,2019-09-06,5879.1,10.5,360,None
60.9,1567868400,5829.9,6.0,150.5,6.0,1567861200,1567832400,70,878.8,1.5,4.9,1020.7,1567807200,760.2,14.3,994.2,370.4,6.8,0.0,45.0,1.5,237,111.7,242.9,22.7,8889.6,3.3,1080.7,2019-09-07,3612.4,9.7,360,None
78.0,1567962000,5771.4,7.6,206.5,7.6,1567947600,1567976400,42,877.7,2.6,5.8,1019.5,1567893600,755.3,13.0,992.9,368.3,9.0,0.0,44.7,2.6,292,111.4,240.5,18.7,8840.4,3.5,1072.9,2019-09-08,4957.0,10.0,360,None
73.5,1568048400,5713.1,4.0,105.8,4.0,1568037600,1568008800,58,876.6,0.0,2.2,1017.4,1567980000,750.3,12.1,990.8,366.6,6.4,0.0,44.4,0.0,175,111.2,238.0,19.0,8797.8,2.2,1064.7,2019-09-09,2539.4,4.1,350,None
51.8,1568109600,5655.1,7.6,147.9,7.6,1568124000,1568091600,46,875.5,0.0,4.9,1016.0,1568066400,745.2,16.2,989.8,365.0,5.0,0.0,44.1,0.0,145,110.9,235.6,23.4,8760.6,2.8,1057.5,2019-09-10,3548.8,8.4,360,None
48.0,1568152800,5596.7,7.2,115.7,7.2,1568214000,1568178000,71,874.3,0.0,3.4,1024.3,1568152800,740.0,16.8,997.9,363.4,4.9,0.0,43.8,0.0,271,110.6,233.2,25.1,8722.6,2.2,1052.1,2019-09-11,2777.5,9.4,360,None
55.1,1568318400,5538.0,3.6,230.7,3.6,1568300400,1568264400,16,873.1,0.0,2.3,1030.3,1568239200,734.8,18.7,1004.0,361.8,8.5,0.0,43.6,0.0,187,110.4,230.7,27.7,8683.6,5.9,1046.7,2019-09-12,5535.8,8.7,360,None
63.5,1568394000,5478.8,8.8,157.9,8.8,1568383200,1568350800,68,871.9,0.0,4.4,1030.5,1568325600,729.6,21.1,1004.4,360.1,13.0,0.0,43.4,0.0,176,110.1,228.3,28.4,8643.5,3.1,1041.1,2019-09-13,3790.0,13.3,360,None
67.8,1568412000,5419.3,8.0,88.4,8.0,1568476800,1568437200,93,870.6,0.0,5.7,1027.5,1568412000,724.3,20.8,1001.4,358.4,14.0,0.0,43.1,0.0,213,109.8,225.8,27.6,8602.3,2.0,1035.4,2019-09-14,2122.4,15.5,360,None
63.2,1568512800,5359.5,4.8,223.1,4.8,1568559600,1568527200,19,869.3,0.0,2.2,1023.3,1568498400,718.9,22.2,997.4,356.7,13.9,0.0,42.9,0.0,239,109.5,223.3,30.8,8559.9,5.7,1029.5,2019-09-15,5353.9,13.8,360,None
51.5,1568653200,5299.3,7.6,220.4,7.6,1568646000,1568613600,9,868.0,0.0,3.7,1019.3,1568584800,713.5,22.8,993.6,354.8,11.1,0.0,42.7,0.0,241,109.2,220.8,32.1,8516.2,5.1,1023.6,2019-09-16,5290.3,14.5,360,None
52.5,1568728800,5238.9,9.2,211.7,9.2,1568725200,1568696400,10,866.7,0.0,6.3,1019.1,1568671200,708.0,19.5,993.1,353.0,9.6,0.0,42.4,0.0,223,108.9,218.3,26.5,8471.3,4.5,1017.6,2019-09-17,5079.9,12.8,360,None
47.8,1568822400,5178.1,10.0,215.8,10.0,1568818800,1568782800,2,865.3,0.0,9.1,1020.6,1568757600,702.5,17.1,994.3,351.0,5.2,0.0,42.1,0.0,45,108.6,215.8,22.9,8425.0,5.5,1011.4,2019-09-18,5178.1,11.6,360,None
42.0,1568890800,5117.2,10.4,213.1,10.4,1568905200,1568869200,7,863.9,0.0,9.7,1023.6,1568844000,696.9,15.4,997.1,349.1,2.2,0.0,41.9,0.0,22,108.3,213.2,22.2,8377.4,5.4,1005.2,2019-09-19,5113.5,9.8,40,None
46.8,1568941200,5055.9,10.0,210.6,10.0,1568991600,1568955600,2,862.4,0.0,8.1,1022.4,1568930400,691.3,15.8,996.0,347.0,4.2,0.0,41.6,0.0,73,108.0,210.7,23.7,8328.3,5.3,998.8,2019-09-20,5053.5,9.0,360,None
